SHEDID,time,RT,LEASE,date1,week_day
320,2015/9/12,74,67,2015-09-12,6
320,2015/9/13,74,67,2015-09-13,7
320,2015/9/14,74,67,2015-09-14,1
320,2015/9/15,74,67,2015-09-15,2
320,2015/9/16,74,67,2015-09-16,3
320,2015/9/17,74,67,2015-09-17,4
320,2015/9/18,74,67,2015-09-18,5
320,2015/9/19,74,67,2015-09-19,6
320,2015/9/20,74,67,2015-09-20,7
320,2015/9/21,74,67,2015-09-21,1
320,2015/9/22,74,67,2015-09-22,2
320,2015/9/23,74,67,2015-09-23,3
320,2015/9/24,74,67,2015-09-24,4
320,2015/9/25,74,67,2015-09-25,5
320,2015/9/26,74,67,2015-09-26,6
320,2015/9/27,74,67,2015-09-27,7
320,2015/9/28,74,67,2015-09-28,1
320,2015/9/29,74,67,2015-09-29,2
320,2015/9/30,74,67,2015-09-30,3
320,2015/10/1,74,67,2015-10-01,4
320,2015/10/2,74,67,2015-10-02,5
320,2015/10/3,74,67,2015-10-03,6
320,2015/10/4,74,67,2015-10-04,7
320,2015/10/5,74,67,2015-10-05,1
320,2015/10/6,74,67,2015-10-06,2
320,2015/10/7,74,67,2015-10-07,3
320,2015/10/8,74,67,2015-10-08,4
320,2015/10/9,74,67,2015-10-09,5
320,2015/10/10,74,67,2015-10-10,6
320,2015/10/11,74,67,2015-10-11,7
320,2015/10/12,74,67,2015-10-12,1
320,2015/10/13,74,67,2015-10-13,2
320,2015/10/14,74,67,2015-10-14,3
320,2015/10/15,74,67,2015-10-15,4
320,2015/10/16,74,67,2015-10-16,5
320,2015/10/17,74,67,2015-10-17,6
320,2015/10/18,74,67,2015-10-18,7
320,2015/10/19,74,67,2015-10-19,1
320,2015/10/20,74,67,2015-10-20,2
320,2015/10/21,74,67,2015-10-21,3
320,2015/10/22,74,67,2015-10-22,4
320,2015/10/23,74,67,2015-10-23,5
320,2015/10/24,74,67,2015-10-24,6
320,2015/10/25,74,67,2015-10-25,7
320,2015/10/26,74,67,2015-10-26,1
320,2015/10/27,74,67,2015-10-27,2
320,2015/10/28,74,67,2015-10-28,3
320,2015/10/29,74,67,2015-10-29,4
320,2015/10/30,74,67,2015-10-30,5
320,2015/10/31,74,67,2015-10-31,6
321,2015/9/1,61,58,2015-09-01,2
321,2015/9/2,61,58,2015-09-02,3
321,2015/9/3,61,58,2015-09-03,4
321,2015/9/4,61,58,2015-09-04,5
321,2015/9/5,61,58,2015-09-05,6
321,2015/9/6,61,58,2015-09-06,7
321,2015/9/7,61,58,2015-09-07,1
321,2015/9/8,61,58,2015-09-08,2
321,2015/9/9,61,58,2015-09-09,3
321,2015/9/10,61,58,2015-09-10,4
321,2015/9/11,61,58,2015-09-11,5
321,2015/9/12,61,58,2015-09-12,6
321,2015/9/13,61,58,2015-09-13,7
321,2015/9/14,61,58,2015-09-14,1
321,2015/9/15,61,58,2015-09-15,2
321,2015/9/16,61,58,2015-09-16,3
321,2015/9/17,61,58,2015-09-17,4
321,2015/9/18,61,58,2015-09-18,5
321,2015/9/19,61,58,2015-09-19,6
321,2015/9/20,61,58,2015-09-20,7
321,2015/9/21,61,58,2015-09-21,1
321,2015/9/22,61,58,2015-09-22,2
321,2015/9/23,61,58,2015-09-23,3
321,2015/9/24,61,58,2015-09-24,4
321,2015/9/25,61,58,2015-09-25,5
321,2015/9/26,61,58,2015-09-26,6
321,2015/9/27,61,58,2015-09-27,7
321,2015/9/28,61,58,2015-09-28,1
321,2015/9/29,61,58,2015-09-29,2
321,2015/9/30,61,58,2015-09-30,3
321,2015/10/1,61,58,2015-10-01,4
321,2015/10/2,61,58,2015-10-02,5
321,2015/10/3,61,58,2015-10-03,6
321,2015/10/4,61,58,2015-10-04,7
321,2015/10/5,61,58,2015-10-05,1
321,2015/10/6,61,58,2015-10-06,2
321,2015/10/7,61,58,2015-10-07,3
321,2015/10/8,61,58,2015-10-08,4
321,2015/10/9,61,58,2015-10-09,5
321,2015/10/10,61,58,2015-10-10,6
321,2015/10/11,61,58,2015-10-11,7
321,2015/10/12,61,58,2015-10-12,1
321,2015/10/13,61,58,2015-10-13,2
321,2015/10/14,61,58,2015-10-14,3
321,2015/10/15,61,58,2015-10-15,4
321,2015/10/16,61,58,2015-10-16,5
321,2015/10/17,61,58,2015-10-17,6
321,2015/10/18,61,58,2015-10-18,7
321,2015/10/19,61,58,2015-10-19,1
321,2015/10/20,61,58,2015-10-20,2
321,2015/10/21,61,58,2015-10-21,3
321,2015/10/22,61,58,2015-10-22,4
321,2015/10/23,61,58,2015-10-23,5
321,2015/10/24,61,58,2015-10-24,6
321,2015/10/25,61,58,2015-10-25,7
321,2015/10/26,61,58,2015-10-26,1
321,2015/10/27,61,58,2015-10-27,2
321,2015/10/28,61,58,2015-10-28,3
321,2015/10/29,61,58,2015-10-29,4
321,2015/10/30,61,58,2015-10-30,5
321,2015/10/31,61,58,2015-10-31,6
322,2015/9/1,82,76,2015-09-01,2
322,2015/9/2,82,76,2015-09-02,3
322,2015/9/3,82,76,2015-09-03,4
322,2015/9/4,82,76,2015-09-04,5
322,2015/9/5,82,76,2015-09-05,6
322,2015/9/6,82,76,2015-09-06,7
322,2015/9/7,82,76,2015-09-07,1
322,2015/9/8,82,76,2015-09-08,2
322,2015/9/9,82,76,2015-09-09,3
322,2015/9/10,82,76,2015-09-10,4
322,2015/9/11,82,76,2015-09-11,5
322,2015/9/12,82,76,2015-09-12,6
322,2015/9/13,82,76,2015-09-13,7
322,2015/9/14,82,76,2015-09-14,1
322,2015/9/15,82,76,2015-09-15,2
322,2015/9/16,82,76,2015-09-16,3
322,2015/9/17,82,76,2015-09-17,4
322,2015/9/18,82,76,2015-09-18,5
322,2015/9/19,82,76,2015-09-19,6
322,2015/9/20,82,76,2015-09-20,7
322,2015/9/21,82,76,2015-09-21,1
322,2015/9/22,82,76,2015-09-22,2
322,2015/9/23,82,76,2015-09-23,3
322,2015/9/24,82,76,2015-09-24,4
322,2015/9/25,82,76,2015-09-25,5
322,2015/9/26,82,76,2015-09-26,6
322,2015/9/27,82,76,2015-09-27,7
322,2015/9/28,82,76,2015-09-28,1
322,2015/9/29,82,76,2015-09-29,2
322,2015/9/30,82,76,2015-09-30,3
322,2015/10/1,82,76,2015-10-01,4
322,2015/10/2,82,76,2015-10-02,5
322,2015/10/3,82,76,2015-10-03,6
322,2015/10/4,82,76,2015-10-04,7
322,2015/10/5,82,76,2015-10-05,1
322,2015/10/6,82,76,2015-10-06,2
322,2015/10/7,82,76,2015-10-07,3
322,2015/10/8,82,76,2015-10-08,4
322,2015/10/9,82,76,2015-10-09,5
322,2015/10/10,82,76,2015-10-10,6
322,2015/10/11,82,76,2015-10-11,7
322,2015/10/12,82,76,2015-10-12,1
322,2015/10/13,82,76,2015-10-13,2
322,2015/10/14,82,76,2015-10-14,3
322,2015/10/15,82,76,2015-10-15,4
322,2015/10/16,82,76,2015-10-16,5
322,2015/10/17,82,76,2015-10-17,6
322,2015/10/18,82,76,2015-10-18,7
322,2015/10/19,82,76,2015-10-19,1
322,2015/10/20,82,76,2015-10-20,2
322,2015/10/21,82,76,2015-10-21,3
322,2015/10/22,82,76,2015-10-22,4
322,2015/10/23,82,76,2015-10-23,5
322,2015/10/24,82,76,2015-10-24,6
322,2015/10/25,82,76,2015-10-25,7
322,2015/10/26,82,76,2015-10-26,1
322,2015/10/27,82,76,2015-10-27,2
322,2015/10/28,82,76,2015-10-28,3
322,2015/10/29,82,76,2015-10-29,4
322,2015/10/30,82,76,2015-10-30,5
322,2015/10/31,82,76,2015-10-31,6
323,2015/9/1,38,40,2015-09-01,2
323,2015/9/2,38,40,2015-09-02,3
323,2015/9/3,38,40,2015-09-03,4
323,2015/9/4,38,40,2015-09-04,5
323,2015/9/5,38,40,2015-09-05,6
323,2015/9/6,38,40,2015-09-06,7
323,2015/9/7,38,40,2015-09-07,1
323,2015/9/8,38,40,2015-09-08,2
323,2015/9/9,38,40,2015-09-09,3
323,2015/9/10,38,40,2015-09-10,4
323,2015/9/11,38,40,2015-09-11,5
323,2015/9/12,38,40,2015-09-12,6
323,2015/9/13,38,40,2015-09-13,7
323,2015/9/14,38,40,2015-09-14,1
323,2015/9/15,38,40,2015-09-15,2
323,2015/9/16,38,40,2015-09-16,3
323,2015/9/17,38,40,2015-09-17,4
323,2015/9/18,38,40,2015-09-18,5
323,2015/9/19,38,40,2015-09-19,6
323,2015/9/20,38,40,2015-09-20,7
323,2015/9/21,38,40,2015-09-21,1
323,2015/9/22,38,40,2015-09-22,2
323,2015/9/23,38,40,2015-09-23,3
323,2015/9/24,38,40,2015-09-24,4
323,2015/9/25,38,40,2015-09-25,5
323,2015/9/26,38,40,2015-09-26,6
323,2015/9/27,38,40,2015-09-27,7
323,2015/9/28,38,40,2015-09-28,1
323,2015/9/29,38,40,2015-09-29,2
323,2015/9/30,38,40,2015-09-30,3
323,2015/10/1,38,40,2015-10-01,4
323,2015/10/2,38,40,2015-10-02,5
323,2015/10/3,38,40,2015-10-03,6
323,2015/10/4,38,40,2015-10-04,7
323,2015/10/5,38,40,2015-10-05,1
323,2015/10/6,38,40,2015-10-06,2
323,2015/10/7,38,40,2015-10-07,3
323,2015/10/8,38,40,2015-10-08,4
323,2015/10/9,38,40,2015-10-09,5
323,2015/10/10,38,40,2015-10-10,6
323,2015/10/11,38,40,2015-10-11,7
323,2015/10/12,38,40,2015-10-12,1
323,2015/10/13,38,40,2015-10-13,2
323,2015/10/14,38,40,2015-10-14,3
323,2015/10/15,38,40,2015-10-15,4
323,2015/10/16,38,40,2015-10-16,5
323,2015/10/17,38,40,2015-10-17,6
323,2015/10/18,38,40,2015-10-18,7
323,2015/10/19,38,40,2015-10-19,1
323,2015/10/20,38,40,2015-10-20,2
323,2015/10/21,38,40,2015-10-21,3
323,2015/10/22,38,40,2015-10-22,4
323,2015/10/23,38,40,2015-10-23,5
323,2015/10/24,38,40,2015-10-24,6
323,2015/10/25,38,40,2015-10-25,7
323,2015/10/26,38,40,2015-10-26,1
323,2015/10/27,38,40,2015-10-27,2
323,2015/10/28,38,40,2015-10-28,3
323,2015/10/29,38,40,2015-10-29,4
323,2015/10/30,38,40,2015-10-30,5
323,2015/10/31,38,40,2015-10-31,6
324,2015/9/1,32,41,2015-09-01,2
324,2015/9/2,36,41,2015-09-02,3
324,2015/9/3,29,44,2015-09-03,4
324,2015/9/4,34,39,2015-09-04,5
324,2015/9/5,27,31,2015-09-05,6
324,2015/9/6,29,29,2015-09-06,7
324,2015/9/7,23,32,2015-09-07,1
324,2015/9/8,32,41,2015-09-08,2
324,2015/9/9,36,41,2015-09-09,3
324,2015/9/10,29,44,2015-09-10,4
324,2015/9/11,34,39,2015-09-11,5
324,2015/9/12,27,31,2015-09-12,6
324,2015/9/13,29,29,2015-09-13,7
324,2015/9/14,23,32,2015-09-14,1
324,2015/9/15,32,41,2015-09-15,2
324,2015/9/16,36,41,2015-09-16,3
324,2015/9/17,29,44,2015-09-17,4
324,2015/9/18,34,39,2015-09-18,5
324,2015/9/19,27,31,2015-09-19,6
324,2015/9/20,29,29,2015-09-20,7
324,2015/9/21,23,32,2015-09-21,1
324,2015/9/22,32,41,2015-09-22,2
324,2015/9/23,36,41,2015-09-23,3
324,2015/9/24,29,44,2015-09-24,4
324,2015/9/25,34,39,2015-09-25,5
324,2015/9/26,27,31,2015-09-26,6
324,2015/9/27,29,29,2015-09-27,7
324,2015/9/28,23,32,2015-09-28,1
324,2015/9/29,32,41,2015-09-29,2
324,2015/9/30,36,41,2015-09-30,3
324,2015/10/1,29,44,2015-10-01,4
324,2015/10/2,34,39,2015-10-02,5
324,2015/10/3,27,31,2015-10-03,6
324,2015/10/4,29,29,2015-10-04,7
324,2015/10/5,23,32,2015-10-05,1
324,2015/10/6,32,41,2015-10-06,2
324,2015/10/7,36,41,2015-10-07,3
324,2015/10/8,29,44,2015-10-08,4
324,2015/10/9,34,39,2015-10-09,5
324,2015/10/10,27,31,2015-10-10,6
324,2015/10/11,29,29,2015-10-11,7
324,2015/10/12,23,32,2015-10-12,1
324,2015/10/13,32,41,2015-10-13,2
324,2015/10/14,36,41,2015-10-14,3
324,2015/10/15,29,44,2015-10-15,4
324,2015/10/16,34,39,2015-10-16,5
324,2015/10/17,27,31,2015-10-17,6
324,2015/10/18,29,29,2015-10-18,7
324,2015/10/19,23,32,2015-10-19,1
324,2015/10/20,32,41,2015-10-20,2
324,2015/10/21,36,41,2015-10-21,3
324,2015/10/22,29,44,2015-10-22,4
324,2015/10/23,34,39,2015-10-23,5
324,2015/10/24,27,31,2015-10-24,6
324,2015/10/25,29,29,2015-10-25,7
324,2015/10/26,23,32,2015-10-26,1
324,2015/10/27,32,41,2015-10-27,2
324,2015/10/28,36,41,2015-10-28,3
324,2015/10/29,29,44,2015-10-29,4
324,2015/10/30,34,39,2015-10-30,5
324,2015/10/31,27,31,2015-10-31,6
325,2015/9/1,3,2,2015-09-01,2
325,2015/9/2,3,3,2015-09-02,3
325,2015/9/3,1,0,2015-09-03,4
325,2015/9/4,9,4,2015-09-04,5
325,2015/9/5,4,4,2015-09-05,6
325,2015/9/6,6,4,2015-09-06,7
325,2015/9/7,6,4,2015-09-07,1
325,2015/9/8,3,2,2015-09-08,2
325,2015/9/9,3,3,2015-09-09,3
325,2015/9/10,1,0,2015-09-10,4
325,2015/9/11,9,4,2015-09-11,5
325,2015/9/12,4,4,2015-09-12,6
325,2015/9/13,6,4,2015-09-13,7
325,2015/9/14,6,4,2015-09-14,1
325,2015/9/15,3,2,2015-09-15,2
325,2015/9/16,3,3,2015-09-16,3
325,2015/9/17,1,0,2015-09-17,4
325,2015/9/18,9,4,2015-09-18,5
325,2015/9/19,4,4,2015-09-19,6
325,2015/9/20,6,4,2015-09-20,7
325,2015/9/21,6,4,2015-09-21,1
325,2015/9/22,3,2,2015-09-22,2
325,2015/9/23,3,3,2015-09-23,3
325,2015/9/24,1,0,2015-09-24,4
325,2015/9/25,9,4,2015-09-25,5
325,2015/9/26,4,4,2015-09-26,6
325,2015/9/27,6,4,2015-09-27,7
325,2015/9/28,6,4,2015-09-28,1
325,2015/9/29,3,2,2015-09-29,2
325,2015/9/30,3,3,2015-09-30,3
325,2015/10/1,1,0,2015-10-01,4
325,2015/10/2,9,4,2015-10-02,5
325,2015/10/3,4,4,2015-10-03,6
325,2015/10/4,6,4,2015-10-04,7
325,2015/10/5,6,4,2015-10-05,1
325,2015/10/6,3,2,2015-10-06,2
325,2015/10/7,3,3,2015-10-07,3
325,2015/10/8,1,0,2015-10-08,4
325,2015/10/9,9,4,2015-10-09,5
325,2015/10/10,4,4,2015-10-10,6
325,2015/10/11,6,4,2015-10-11,7
325,2015/10/12,6,4,2015-10-12,1
325,2015/10/13,3,2,2015-10-13,2
325,2015/10/14,3,3,2015-10-14,3
325,2015/10/15,1,0,2015-10-15,4
325,2015/10/16,9,4,2015-10-16,5
325,2015/10/17,4,4,2015-10-17,6
325,2015/10/18,6,4,2015-10-18,7
325,2015/10/19,6,4,2015-10-19,1
325,2015/10/20,3,2,2015-10-20,2
325,2015/10/21,3,3,2015-10-21,3
325,2015/10/22,1,0,2015-10-22,4
325,2015/10/23,9,4,2015-10-23,5
325,2015/10/24,4,4,2015-10-24,6
325,2015/10/25,6,4,2015-10-25,7
325,2015/10/26,6,4,2015-10-26,1
325,2015/10/27,3,2,2015-10-27,2
325,2015/10/28,3,3,2015-10-28,3
325,2015/10/29,1,0,2015-10-29,4
325,2015/10/30,9,4,2015-10-30,5
325,2015/10/31,4,4,2015-10-31,6
326,2015/9/1,9,10,2015-09-01,2
326,2015/9/2,7,4,2015-09-02,3
326,2015/9/3,3,6,2015-09-03,4
326,2015/9/4,8,15,2015-09-04,5
326,2015/9/5,2,6,2015-09-05,6
326,2015/9/6,6,13,2015-09-06,7
326,2015/9/7,2,3,2015-09-07,1
326,2015/9/8,9,10,2015-09-08,2
326,2015/9/9,7,4,2015-09-09,3
326,2015/9/10,3,6,2015-09-10,4
326,2015/9/11,8,15,2015-09-11,5
326,2015/9/12,2,6,2015-09-12,6
326,2015/9/13,6,13,2015-09-13,7
326,2015/9/14,2,3,2015-09-14,1
326,2015/9/15,9,10,2015-09-15,2
326,2015/9/16,7,4,2015-09-16,3
326,2015/9/17,3,6,2015-09-17,4
326,2015/9/18,8,15,2015-09-18,5
326,2015/9/19,2,6,2015-09-19,6
326,2015/9/20,6,13,2015-09-20,7
326,2015/9/21,2,3,2015-09-21,1
326,2015/9/22,9,10,2015-09-22,2
326,2015/9/23,7,4,2015-09-23,3
326,2015/9/24,3,6,2015-09-24,4
326,2015/9/25,8,15,2015-09-25,5
326,2015/9/26,2,6,2015-09-26,6
326,2015/9/27,6,13,2015-09-27,7
326,2015/9/28,2,3,2015-09-28,1
326,2015/9/29,9,10,2015-09-29,2
326,2015/9/30,7,4,2015-09-30,3
326,2015/10/1,3,6,2015-10-01,4
326,2015/10/2,8,15,2015-10-02,5
326,2015/10/3,2,6,2015-10-03,6
326,2015/10/4,6,13,2015-10-04,7
326,2015/10/5,2,3,2015-10-05,1
326,2015/10/6,9,10,2015-10-06,2
326,2015/10/7,7,4,2015-10-07,3
326,2015/10/8,3,6,2015-10-08,4
326,2015/10/9,8,15,2015-10-09,5
326,2015/10/10,2,6,2015-10-10,6
326,2015/10/11,6,13,2015-10-11,7
326,2015/10/12,2,3,2015-10-12,1
326,2015/10/13,9,10,2015-10-13,2
326,2015/10/14,7,4,2015-10-14,3
326,2015/10/15,3,6,2015-10-15,4
326,2015/10/16,8,15,2015-10-16,5
326,2015/10/17,2,6,2015-10-17,6
326,2015/10/18,6,13,2015-10-18,7
326,2015/10/19,2,3,2015-10-19,1
326,2015/10/20,9,10,2015-10-20,2
326,2015/10/21,7,4,2015-10-21,3
326,2015/10/22,3,6,2015-10-22,4
326,2015/10/23,8,15,2015-10-23,5
326,2015/10/24,2,6,2015-10-24,6
326,2015/10/25,6,13,2015-10-25,7
326,2015/10/26,2,3,2015-10-26,1
326,2015/10/27,9,10,2015-10-27,2
326,2015/10/28,7,4,2015-10-28,3
326,2015/10/29,3,6,2015-10-29,4
326,2015/10/30,8,15,2015-10-30,5
326,2015/10/31,2,6,2015-10-31,6
327,2015/9/1,2,2,2015-09-01,2
327,2015/9/2,4,4,2015-09-02,3
327,2015/9/3,3,2,2015-09-03,4
327,2015/9/4,3,3,2015-09-04,5
327,2015/9/5,4,0,2015-09-05,6
327,2015/9/6,7,5,2015-09-06,7
327,2015/9/7,3,2,2015-09-07,1
327,2015/9/8,2,2,2015-09-08,2
327,2015/9/9,4,4,2015-09-09,3
327,2015/9/10,3,2,2015-09-10,4
327,2015/9/11,3,3,2015-09-11,5
327,2015/9/12,4,0,2015-09-12,6
327,2015/9/13,7,5,2015-09-13,7
327,2015/9/14,3,2,2015-09-14,1
327,2015/9/15,2,2,2015-09-15,2
327,2015/9/16,4,4,2015-09-16,3
327,2015/9/17,3,2,2015-09-17,4
327,2015/9/18,3,3,2015-09-18,5
327,2015/9/19,4,0,2015-09-19,6
327,2015/9/20,7,5,2015-09-20,7
327,2015/9/21,3,2,2015-09-21,1
327,2015/9/22,2,2,2015-09-22,2
327,2015/9/23,4,4,2015-09-23,3
327,2015/9/24,3,2,2015-09-24,4
327,2015/9/25,3,3,2015-09-25,5
327,2015/9/26,4,0,2015-09-26,6
327,2015/9/27,7,5,2015-09-27,7
327,2015/9/28,3,2,2015-09-28,1
327,2015/9/29,2,2,2015-09-29,2
327,2015/9/30,4,4,2015-09-30,3
327,2015/10/1,3,2,2015-10-01,4
327,2015/10/2,3,3,2015-10-02,5
327,2015/10/3,4,0,2015-10-03,6
327,2015/10/4,7,5,2015-10-04,7
327,2015/10/5,3,2,2015-10-05,1
327,2015/10/6,2,2,2015-10-06,2
327,2015/10/7,4,4,2015-10-07,3
327,2015/10/8,3,2,2015-10-08,4
327,2015/10/9,3,3,2015-10-09,5
327,2015/10/10,4,0,2015-10-10,6
327,2015/10/11,7,5,2015-10-11,7
327,2015/10/12,3,2,2015-10-12,1
327,2015/10/13,2,2,2015-10-13,2
327,2015/10/14,4,4,2015-10-14,3
327,2015/10/15,3,2,2015-10-15,4
327,2015/10/16,3,3,2015-10-16,5
327,2015/10/17,4,0,2015-10-17,6
327,2015/10/18,7,5,2015-10-18,7
327,2015/10/19,3,2,2015-10-19,1
327,2015/10/20,2,2,2015-10-20,2
327,2015/10/21,4,4,2015-10-21,3
327,2015/10/22,3,2,2015-10-22,4
327,2015/10/23,3,3,2015-10-23,5
327,2015/10/24,4,0,2015-10-24,6
327,2015/10/25,7,5,2015-10-25,7
327,2015/10/26,3,2,2015-10-26,1
327,2015/10/27,2,2,2015-10-27,2
327,2015/10/28,4,4,2015-10-28,3
327,2015/10/29,3,2,2015-10-29,4
327,2015/10/30,3,3,2015-10-30,5
327,2015/10/31,4,0,2015-10-31,6
328,2015/9/1,11,12,2015-09-01,2
328,2015/9/2,11,12,2015-09-02,3
328,2015/9/3,11,12,2015-09-03,4
328,2015/9/4,11,12,2015-09-04,5
328,2015/9/5,11,12,2015-09-05,6
328,2015/9/6,11,12,2015-09-06,7
328,2015/9/7,11,12,2015-09-07,1
328,2015/9/8,11,12,2015-09-08,2
328,2015/9/9,11,12,2015-09-09,3
328,2015/9/10,11,12,2015-09-10,4
328,2015/9/11,11,12,2015-09-11,5
328,2015/9/12,11,12,2015-09-12,6
328,2015/9/13,11,12,2015-09-13,7
328,2015/9/14,11,12,2015-09-14,1
328,2015/9/15,11,12,2015-09-15,2
328,2015/9/16,11,12,2015-09-16,3
328,2015/9/17,11,12,2015-09-17,4
328,2015/9/18,11,12,2015-09-18,5
328,2015/9/19,11,12,2015-09-19,6
328,2015/9/20,11,12,2015-09-20,7
328,2015/9/21,11,12,2015-09-21,1
328,2015/9/22,11,12,2015-09-22,2
328,2015/9/23,11,12,2015-09-23,3
328,2015/9/24,11,12,2015-09-24,4
328,2015/9/25,11,12,2015-09-25,5
328,2015/9/26,11,12,2015-09-26,6
328,2015/9/27,11,12,2015-09-27,7
328,2015/9/28,11,12,2015-09-28,1
328,2015/9/29,11,12,2015-09-29,2
328,2015/9/30,11,12,2015-09-30,3
328,2015/10/1,11,12,2015-10-01,4
328,2015/10/2,11,12,2015-10-02,5
328,2015/10/3,11,12,2015-10-03,6
328,2015/10/4,11,12,2015-10-04,7
328,2015/10/5,11,12,2015-10-05,1
328,2015/10/6,11,12,2015-10-06,2
328,2015/10/7,11,12,2015-10-07,3
328,2015/10/8,11,12,2015-10-08,4
328,2015/10/9,11,12,2015-10-09,5
328,2015/10/10,11,12,2015-10-10,6
328,2015/10/11,11,12,2015-10-11,7
328,2015/10/12,11,12,2015-10-12,1
328,2015/10/13,11,12,2015-10-13,2
328,2015/10/14,11,12,2015-10-14,3
328,2015/10/15,11,12,2015-10-15,4
328,2015/10/16,11,12,2015-10-16,5
328,2015/10/17,11,12,2015-10-17,6
328,2015/10/18,11,12,2015-10-18,7
328,2015/10/19,11,12,2015-10-19,1
328,2015/10/20,11,12,2015-10-20,2
328,2015/10/21,11,12,2015-10-21,3
328,2015/10/22,11,12,2015-10-22,4
328,2015/10/23,11,12,2015-10-23,5
328,2015/10/24,11,12,2015-10-24,6
328,2015/10/25,11,12,2015-10-25,7
328,2015/10/26,11,12,2015-10-26,1
328,2015/10/27,11,12,2015-10-27,2
328,2015/10/28,11,12,2015-10-28,3
328,2015/10/29,11,12,2015-10-29,4
328,2015/10/30,11,12,2015-10-30,5
328,2015/10/31,11,12,2015-10-31,6
329,2015/9/1,3,3,2015-09-01,2
329,2015/9/2,3,3,2015-09-02,3
329,2015/9/3,3,3,2015-09-03,4
329,2015/9/4,3,3,2015-09-04,5
329,2015/9/5,3,3,2015-09-05,6
329,2015/9/6,3,3,2015-09-06,7
329,2015/9/7,3,3,2015-09-07,1
329,2015/9/8,3,3,2015-09-08,2
329,2015/9/9,3,3,2015-09-09,3
329,2015/9/10,3,3,2015-09-10,4
329,2015/9/11,3,3,2015-09-11,5
329,2015/9/12,3,3,2015-09-12,6
329,2015/9/13,3,3,2015-09-13,7
329,2015/9/14,3,3,2015-09-14,1
329,2015/9/15,3,3,2015-09-15,2
329,2015/9/16,3,3,2015-09-16,3
329,2015/9/17,3,3,2015-09-17,4
329,2015/9/18,3,3,2015-09-18,5
329,2015/9/19,3,3,2015-09-19,6
329,2015/9/20,3,3,2015-09-20,7
329,2015/9/21,3,3,2015-09-21,1
329,2015/9/22,3,3,2015-09-22,2
329,2015/9/23,3,3,2015-09-23,3
329,2015/9/24,3,3,2015-09-24,4
329,2015/9/25,3,3,2015-09-25,5
329,2015/9/26,3,3,2015-09-26,6
329,2015/9/27,3,3,2015-09-27,7
329,2015/9/28,3,3,2015-09-28,1
329,2015/9/29,3,3,2015-09-29,2
329,2015/9/30,3,3,2015-09-30,3
329,2015/10/1,3,3,2015-10-01,4
329,2015/10/2,3,3,2015-10-02,5
329,2015/10/3,3,3,2015-10-03,6
329,2015/10/4,3,3,2015-10-04,7
329,2015/10/5,3,3,2015-10-05,1
329,2015/10/6,3,3,2015-10-06,2
329,2015/10/7,3,3,2015-10-07,3
329,2015/10/8,3,3,2015-10-08,4
329,2015/10/9,3,3,2015-10-09,5
329,2015/10/10,3,3,2015-10-10,6
329,2015/10/11,3,3,2015-10-11,7
329,2015/10/12,3,3,2015-10-12,1
329,2015/10/13,3,3,2015-10-13,2
329,2015/10/14,3,3,2015-10-14,3
329,2015/10/15,3,3,2015-10-15,4
329,2015/10/16,3,3,2015-10-16,5
329,2015/10/17,3,3,2015-10-17,6
329,2015/10/18,3,3,2015-10-18,7
329,2015/10/19,3,3,2015-10-19,1
329,2015/10/20,3,3,2015-10-20,2
329,2015/10/21,3,3,2015-10-21,3
329,2015/10/22,3,3,2015-10-22,4
329,2015/10/23,3,3,2015-10-23,5
329,2015/10/24,3,3,2015-10-24,6
329,2015/10/25,3,3,2015-10-25,7
329,2015/10/26,3,3,2015-10-26,1
329,2015/10/27,3,3,2015-10-27,2
329,2015/10/28,3,3,2015-10-28,3
329,2015/10/29,3,3,2015-10-29,4
329,2015/10/30,3,3,2015-10-30,5
329,2015/10/31,3,3,2015-10-31,6
330,2015/9/1,1,1,2015-09-01,2
330,2015/9/2,0,0,2015-09-02,3
330,2015/9/3,1,0,2015-09-03,4
330,2015/9/4,0,1,2015-09-04,5
330,2015/9/5,0,0,2015-09-05,6
330,2015/9/6,1,0,2015-09-06,7
330,2015/9/7,0,3,2015-09-07,1
330,2015/9/8,1,1,2015-09-08,2
330,2015/9/9,0,0,2015-09-09,3
330,2015/9/10,1,0,2015-09-10,4
330,2015/9/11,0,1,2015-09-11,5
330,2015/9/12,0,0,2015-09-12,6
330,2015/9/13,1,0,2015-09-13,7
330,2015/9/14,0,3,2015-09-14,1
330,2015/9/15,1,1,2015-09-15,2
330,2015/9/16,0,0,2015-09-16,3
330,2015/9/17,1,0,2015-09-17,4
330,2015/9/18,0,1,2015-09-18,5
330,2015/9/19,0,0,2015-09-19,6
330,2015/9/20,1,0,2015-09-20,7
330,2015/9/21,0,3,2015-09-21,1
330,2015/9/22,1,1,2015-09-22,2
330,2015/9/23,0,0,2015-09-23,3
330,2015/9/24,1,0,2015-09-24,4
330,2015/9/25,0,1,2015-09-25,5
330,2015/9/26,0,0,2015-09-26,6
330,2015/9/27,1,0,2015-09-27,7
330,2015/9/28,0,3,2015-09-28,1
330,2015/9/29,1,1,2015-09-29,2
330,2015/9/30,0,0,2015-09-30,3
330,2015/10/1,1,0,2015-10-01,4
330,2015/10/2,0,1,2015-10-02,5
330,2015/10/3,0,0,2015-10-03,6
330,2015/10/4,1,0,2015-10-04,7
330,2015/10/5,0,3,2015-10-05,1
330,2015/10/6,1,1,2015-10-06,2
