SHEDID,time,RT,LEASE,date1,week_day,date
314,2015-04-29,65.0,58.0,2015-04-29,3,2015-04-29
314,2015-04-30,75.0,68.0,2015-04-30,4,2015-04-30
314,2015-05-01,52.0,67.0,2015-05-01,5,2015-05-01
314,2015-05-02,22.0,16.0,2015-05-02,6,2015-05-02
314,2015-05-03,76.0,76.0,2015-05-03,7,2015-05-03
314,2015-05-04,67.0,68.0,2015-05-04,1,2015-05-04
314,2015-05-05,63.0,64.0,2015-05-05,2,2015-05-05
314,2015-05-06,82.0,79.0,2015-05-06,3,2015-05-06
314,2015-05-07,78.0,68.0,2015-05-07,4,2015-05-07
314,2015-05-08,55.0,57.0,2015-05-08,5,2015-05-08
314,2015-05-09,84.0,70.0,2015-05-09,6,2015-05-09
314,2015-05-10,64.0,58.0,2015-05-10,7,2015-05-10
314,2015-05-11,42.0,28.0,2015-05-11,1,2015-05-11
314,2015-05-12,74.0,78.0,2015-05-12,2,2015-05-12
314,2015-05-13,82.0,78.0,2015-05-13,3,2015-05-13
314,2015-05-14,63.0,75.0,2015-05-14,4,2015-05-14
314,2015-05-15,50.0,50.0,2015-05-15,5,2015-05-15
314,2015-05-16,67.0,62.0,2015-05-16,6,2015-05-16
314,2015-05-17,73.0,72.0,2015-05-17,7,2015-05-17
314,2015-05-18,70.0,74.0,2015-05-18,1,2015-05-18
314,2015-05-19,90.0,80.0,2015-05-19,2,2015-05-19
314,2015-05-20,68.0,69.0,2015-05-20,3,2015-05-20
314,2015-05-21,78.0,71.0,2015-05-21,4,2015-05-21
314,2015-05-22,73.0,73.0,2015-05-22,5,2015-05-22
314,2015-05-23,66.0,61.0,2015-05-23,6,2015-05-23
314,2015-05-24,61.0,77.0,2015-05-24,7,2015-05-24
314,2015-05-25,71.0,62.0,2015-05-25,1,2015-05-25
314,2015-05-26,79.0,69.0,2015-05-26,2,2015-05-26
314,2015-05-27,39.0,37.0,2015-05-27,3,2015-05-27
314,2015-05-28,66.0,53.0,2015-05-28,4,2015-05-28
314,2015-05-29,31.0,46.0,2015-05-29,5,2015-05-29
314,2015-05-30,75.0,67.0,2015-05-30,6,2015-05-30
314,2015-05-31,64.0,72.0,2015-05-31,7,2015-05-31
314,2015-06-01,72.0,79.0,2015-06-01,1,2015-06-01
314,2015-06-02,57.0,53.0,2015-06-02,2,2015-06-02
314,2015-06-03,64.0,54.0,2015-06-03,3,2015-06-03
314,2015-06-04,56.0,59.0,2015-06-04,4,2015-06-04
314,2015-06-05,70.0,65.0,2015-06-05,5,2015-06-05
314,2015-06-06,52.0,53.0,2015-06-06,6,2015-06-06
314,2015-06-07,69.0,67.0,2015-06-07,7,2015-06-07
314,2015-06-08,59.0,51.0,2015-06-08,1,2015-06-08
314,2015-06-09,77.0,71.0,2015-06-09,2,2015-06-09
314,2015-06-10,60.0,51.0,2015-06-10,3,2015-06-10
314,2015-06-11,62.0,65.0,2015-06-11,4,2015-06-11
314,2015-06-12,62.0,58.0,2015-06-12,5,2015-06-12
314,2015-06-13,48.0,55.0,2015-06-13,6,2015-06-13
314,2015-06-14,57.0,48.0,2015-06-14,7,2015-06-14
314,2015-06-15,53.0,45.0,2015-06-15,1,2015-06-15
314,2015-06-16,50.0,51.0,2015-06-16,2,2015-06-16
314,2015-06-17,55.0,41.0,2015-06-17,3,2015-06-17
314,2015-06-18,64.0,65.0,2015-06-18,4,2015-06-18
314,2015-06-19,60.0,51.0,2015-06-19,5,2015-06-19
314,2015-06-20,63.0,52.0,2015-06-20,6,2015-06-20
314,2015-06-21,59.0,60.0,2015-06-21,7,2015-06-21
314,2015-06-22,58.0,48.0,2015-06-22,1,2015-06-22
314,2015-06-23,55.0,53.0,2015-06-23,2,2015-06-23
314,2015-06-24,12.0,13.0,2015-06-24,3,2015-06-24
314,2015-06-25,34.0,19.0,2015-06-25,4,2015-06-25
314,2015-06-26,69.0,79.0,2015-06-26,5,2015-06-26
314,2015-06-27,52.0,28.0,2015-06-27,6,2015-06-27
314,2015-06-28,67.0,67.0,2015-06-28,7,2015-06-28
314,2015-06-29,32.0,40.0,2015-06-29,1,2015-06-29
314,2015-06-30,36.0,22.0,2015-06-30,2,2015-06-30
314,2015-07-01,63.0,55.0,2015-07-01,3,2015-07-01
314,2015-07-02,68.0,58.0,2015-07-02,4,2015-07-02
314,2015-07-03,56.0,54.0,2015-07-03,5,2015-07-03
314,2015-07-04,50.0,57.0,2015-07-04,6,2015-07-04
314,2015-07-05,55.0,57.0,2015-07-05,7,2015-07-05
314,2015-07-06,30.0,36.0,2015-07-06,1,2015-07-06
314,2015-07-07,57.0,59.0,2015-07-07,2,2015-07-07
314,2015-07-08,69.0,56.0,2015-07-08,3,2015-07-08
314,2015-07-09,42.0,46.0,2015-07-09,4,2015-07-09
314,2015-07-10,44.0,44.0,2015-07-10,5,2015-07-10
314,2015-07-11,15.0,18.0,2015-07-11,6,2015-07-11
314,2015-07-12,29.0,34.0,2015-07-12,7,2015-07-12
314,2015-07-13,34.0,44.0,2015-07-13,1,2015-07-13
314,2015-07-14,35.0,36.0,2015-07-14,2,2015-07-14
314,2015-07-15,51.0,51.0,2015-07-15,3,2015-07-15
314,2015-07-16,44.0,38.0,2015-07-16,4,2015-07-16
314,2015-07-17,17.0,23.0,2015-07-17,5,2015-07-17
314,2015-07-18,17.0,9.0,2015-07-18,6,2015-07-18
314,2015-07-19,7.0,7.0,2015-07-19,7,2015-07-19
314,2015-07-20,28.0,32.0,2015-07-20,1,2015-07-20
314,2015-07-21,39.0,41.0,2015-07-21,2,2015-07-21
314,2015-07-22,41.0,38.0,2015-07-22,3,2015-07-22
314,2015-07-23,30.0,46.0,2015-07-23,4,2015-07-23
314,2015-07-24,32.0,30.0,2015-07-24,5,2015-07-24
314,2015-07-25,37.0,40.0,2015-07-25,6,2015-07-25
314,2015-07-26,27.0,18.0,2015-07-26,7,2015-07-26
314,2015-07-27,36.0,29.0,2015-07-27,1,2015-07-27
314,2015-07-28,36.0,39.0,2015-07-28,2,2015-07-28
314,2015-07-29,20.0,26.0,2015-07-29,3,2015-07-29
314,2015-07-30,20.0,26.0,2015-07-30,4,2015-07-30
314,2015-07-31,14.0,28.0,2015-07-31,5,2015-07-31
314,2015-08-01,30.0,21.0,2015-08-01,6,2015-08-01
314,2015-08-02,29.0,26.0,2015-08-02,7,2015-08-02
314,2015-08-03,23.0,25.0,2015-08-03,1,2015-08-03
314,2015-08-04,24.0,24.0,2015-08-04,2,2015-08-04
314,2015-08-05,28.0,25.0,2015-08-05,3,2015-08-05
314,2015-08-06,31.0,31.0,2015-08-06,4,2015-08-06
314,2015-08-07,27.0,30.0,2015-08-07,5,2015-08-07
314,2015-08-08,34.0,40.0,2015-08-08,6,2015-08-08
314,2015-08-09,27.0,31.0,2015-08-09,7,2015-08-09
314,2015-08-10,3.0,5.0,2015-08-10,1,2015-08-10
314,2015-08-11,29.0,27.0,2015-08-11,2,2015-08-11
314,2015-08-12,35.0,25.0,2015-08-12,3,2015-08-12
314,2015-08-13,41.0,38.0,2015-08-13,4,2015-08-13
314,2015-08-14,30.0,27.0,2015-08-14,5,2015-08-14
314,2015-08-15,41.0,32.0,2015-08-15,6,2015-08-15
314,2015-08-16,37.0,34.0,2015-08-16,7,2015-08-16
314,2015-08-17,38.0,23.0,2015-08-17,1,2015-08-17
314,2015-08-18,29.0,34.0,2015-08-18,2,2015-08-18
314,2015-08-19,25.0,28.0,2015-08-19,3,2015-08-19
314,2015-08-20,28.0,20.0,2015-08-20,4,2015-08-20
314,2015-08-21,32.0,39.0,2015-08-21,5,2015-08-21
314,2015-08-22,30.0,30.0,2015-08-22,6,2015-08-22
314,2015-08-23,24.0,27.0,2015-08-23,7,2015-08-23
314,2015-08-24,26.0,23.0,2015-08-24,1,2015-08-24
314,2015-08-25,37.0,37.0,2015-08-25,2,2015-08-25
314,2015-08-26,37.0,37.0,2015-08-26,3,2015-08-26
314,2015-08-27,40.0,46.0,2015-08-27,4,2015-08-27
314,2015-08-28,36.0,32.0,2015-08-28,5,2015-08-28
314,2015-08-29,27.0,29.0,2015-08-29,6,2015-08-29
314,2015-08-30,27.0,25.0,2015-08-30,7,2015-08-30
314,2015-08-31,39.0,33.0,2015-08-31,1,2015-08-31
315,2015-01-09,22.0,19.0,2015-01-09,5,2015-01-09
315,2015-01-10,20.0,18.0,2015-01-10,6,2015-01-10
315,2015-01-11,23.0,22.0,2015-01-11,7,2015-01-11
315,2015-01-12,18.0,19.0,2015-01-12,1,2015-01-12
315,2015-01-13,14.0,14.0,2015-01-13,2,2015-01-13
315,2015-01-14,17.0,13.0,2015-01-14,3,2015-01-14
315,2015-01-15,27.0,25.0,2015-01-15,4,2015-01-15
315,2015-01-16,31.0,28.0,2015-01-16,5,2015-01-16
315,2015-01-17,16.0,17.0,2015-01-17,6,2015-01-17
315,2015-01-18,16.0,15.0,2015-01-18,7,2015-01-18
315,2015-01-19,30.0,26.0,2015-01-19,1,2015-01-19
315,2015-01-20,25.0,25.0,2015-01-20,2,2015-01-20
315,2015-01-21,26.0,19.0,2015-01-21,3,2015-01-21
315,2015-01-22,23.0,28.0,2015-01-22,4,2015-01-22
315,2015-01-23,22.0,25.0,2015-01-23,5,2015-01-23
315,2015-01-24,18.0,14.0,2015-01-24,6,2015-01-24
315,2015-01-25,11.0,13.0,2015-01-25,7,2015-01-25
315,2015-01-26,28.0,26.0,2015-01-26,1,2015-01-26
315,2015-01-27,22.0,20.0,2015-01-27,2,2015-01-27
315,2015-01-28,20.0,17.0,2015-01-28,3,2015-01-28
315,2015-01-29,14.0,14.0,2015-01-29,4,2015-01-29
315,2015-01-30,22.0,20.0,2015-01-30,5,2015-01-30
315,2015-01-31,23.0,25.0,2015-01-31,6,2015-01-31
315,2015-02-01,15.0,11.0,2015-02-01,7,2015-02-01
315,2015-02-02,23.0,20.0,2015-02-02,1,2015-02-02
315,2015-02-03,17.0,20.0,2015-02-03,2,2015-02-03
315,2015-02-04,27.0,26.0,2015-02-04,3,2015-02-04
315,2015-02-05,22.0,25.0,2015-02-05,4,2015-02-05
315,2015-02-06,19.0,20.0,2015-02-06,5,2015-02-06
315,2015-02-07,16.0,16.0,2015-02-07,6,2015-02-07
315,2015-02-08,13.0,11.0,2015-02-08,7,2015-02-08
315,2015-02-09,16.0,15.0,2015-02-09,1,2015-02-09
315,2015-02-10,16.0,21.0,2015-02-10,2,2015-02-10
315,2015-02-11,14.0,21.0,2015-02-11,3,2015-02-11
315,2015-02-12,12.0,12.0,2015-02-12,4,2015-02-12
315,2015-02-13,15.0,13.0,2015-02-13,5,2015-02-13
315,2015-02-14,12.0,19.0,2015-02-14,6,2015-02-14
315,2015-02-15,9.0,5.0,2015-02-15,7,2015-02-15
315,2015-02-16,19.0,20.0,2015-02-16,1,2015-02-16
315,2015-02-17,14.0,14.0,2015-02-17,2,2015-02-17
315,2015-02-18,3.0,6.0,2015-02-18,3,2015-02-18
315,2015-02-19,3.0,1.0,2015-02-19,4,2015-02-19
315,2015-02-20,2.0,4.0,2015-02-20,5,2015-02-20
315,2015-02-21,3.0,3.0,2015-02-21,6,2015-02-21
315,2015-02-22,8.0,10.0,2015-02-22,7,2015-02-22
315,2015-02-23,11.0,11.0,2015-02-23,1,2015-02-23
315,2015-02-24,5.0,10.0,2015-02-24,2,2015-02-24
315,2015-02-25,11.0,15.0,2015-02-25,3,2015-02-25
315,2015-02-26,15.0,14.0,2015-02-26,4,2015-02-26
315,2015-02-27,20.0,13.0,2015-02-27,5,2015-02-27
315,2015-02-28,5.0,6.0,2015-02-28,6,2015-02-28
315,2015-03-01,17.0,15.0,2015-03-01,7,2015-03-01
315,2015-03-02,21.0,20.0,2015-03-02,1,2015-03-02
315,2015-03-03,24.0,28.0,2015-03-03,2,2015-03-03
315,2015-03-04,14.0,14.0,2015-03-04,3,2015-03-04
315,2015-03-05,27.0,23.0,2015-03-05,4,2015-03-05
315,2015-03-06,26.0,19.0,2015-03-06,5,2015-03-06
315,2015-03-07,21.0,19.0,2015-03-07,6,2015-03-07
315,2015-03-08,2.0,7.0,2015-03-08,7,2015-03-08
315,2015-03-09,20.0,17.0,2015-03-09,1,2015-03-09
315,2015-03-10,25.0,20.0,2015-03-10,2,2015-03-10
315,2015-03-11,27.0,28.0,2015-03-11,3,2015-03-11
315,2015-03-12,19.0,20.0,2015-03-12,4,2015-03-12
315,2015-03-13,23.0,19.0,2015-03-13,5,2015-03-13
315,2015-03-14,19.0,23.0,2015-03-14,6,2015-03-14
315,2015-03-15,14.0,20.0,2015-03-15,7,2015-03-15
315,2015-03-16,26.0,20.0,2015-03-16,1,2015-03-16
315,2015-03-17,9.0,16.0,2015-03-17,2,2015-03-17
315,2015-03-18,9.0,10.0,2015-03-18,3,2015-03-18
315,2015-03-19,27.0,31.0,2015-03-19,4,2015-03-19
315,2015-03-20,27.0,27.0,2015-03-20,5,2015-03-20
315,2015-03-21,20.0,28.0,2015-03-21,6,2015-03-21
315,2015-03-22,22.0,22.0,2015-03-22,7,2015-03-22
315,2015-03-23,20.0,20.0,2015-03-23,1,2015-03-23
315,2015-03-24,23.0,21.0,2015-03-24,2,2015-03-24
315,2015-03-25,25.0,31.0,2015-03-25,3,2015-03-25
315,2015-03-26,28.0,17.0,2015-03-26,4,2015-03-26
315,2015-03-27,26.0,10.0,2015-03-27,5,2015-03-27
315,2015-03-28,19.0,18.0,2015-03-28,6,2015-03-28
315,2015-03-29,8.0,18.0,2015-03-29,7,2015-03-29
315,2015-03-30,26.0,23.0,2015-03-30,1,2015-03-30
315,2015-03-31,30.0,23.0,2015-03-31,2,2015-03-31
315,2015-04-01,19.0,13.0,2015-04-01,3,2015-04-01
315,2015-04-02,23.0,22.0,2015-04-02,4,2015-04-02
315,2015-04-03,18.0,16.0,2015-04-03,5,2015-04-03
315,2015-04-04,7.0,9.0,2015-04-04,6,2015-04-04
315,2015-04-05,11.0,13.0,2015-04-05,7,2015-04-05
315,2015-04-06,11.0,15.0,2015-04-06,1,2015-04-06
315,2015-04-07,17.0,11.0,2015-04-07,2,2015-04-07
315,2015-04-08,28.0,21.0,2015-04-08,3,2015-04-08
315,2015-04-09,38.0,22.0,2015-04-09,4,2015-04-09
315,2015-04-10,28.0,26.0,2015-04-10,5,2015-04-10
315,2015-04-11,20.0,15.0,2015-04-11,6,2015-04-11
315,2015-04-12,21.0,16.0,2015-04-12,7,2015-04-12
315,2015-04-13,14.0,19.0,2015-04-13,1,2015-04-13
315,2015-04-14,27.0,21.0,2015-04-14,2,2015-04-14
315,2015-04-15,31.0,30.0,2015-04-15,3,2015-04-15
315,2015-04-16,35.0,25.0,2015-04-16,4,2015-04-16
315,2015-04-17,28.0,27.0,2015-04-17,5,2015-04-17
315,2015-04-18,28.0,26.0,2015-04-18,6,2015-04-18
315,2015-04-19,6.0,13.0,2015-04-19,7,2015-04-19
315,2015-04-20,21.0,13.0,2015-04-20,1,2015-04-20
315,2015-04-21,25.0,21.0,2015-04-21,2,2015-04-21
315,2015-04-22,33.0,28.0,2015-04-22,3,2015-04-22
315,2015-04-23,27.0,22.0,2015-04-23,4,2015-04-23
315,2015-04-24,23.0,19.0,2015-04-24,5,2015-04-24
315,2015-04-25,23.0,24.0,2015-04-25,6,2015-04-25
315,2015-04-26,17.0,16.0,2015-04-26,7,2015-04-26
315,2015-04-27,27.0,28.0,2015-04-27,1,2015-04-27
315,2015-04-28,20.0,16.0,2015-04-28,2,2015-04-28
315,2015-04-29,30.0,24.0,2015-04-29,3,2015-04-29
315,2015-04-30,28.0,26.0,2015-04-30,4,2015-04-30
315,2015-05-01,13.0,14.0,2015-05-01,5,2015-05-01
315,2015-05-02,5.0,5.0,2015-05-02,6,2015-05-02
315,2015-05-03,28.0,27.0,2015-05-03,7,2015-05-03
315,2015-05-04,31.0,23.0,2015-05-04,1,2015-05-04
315,2015-05-05,34.0,32.0,2015-05-05,2,2015-05-05
315,2015-05-06,34.0,30.0,2015-05-06,3,2015-05-06
315,2015-05-07,42.0,28.0,2015-05-07,4,2015-05-07
315,2015-05-08,20.0,25.0,2015-05-08,5,2015-05-08
315,2015-05-09,27.0,27.0,2015-05-09,6,2015-05-09
315,2015-05-10,29.0,32.0,2015-05-10,7,2015-05-10
315,2015-05-11,7.0,8.0,2015-05-11,1,2015-05-11
315,2015-05-12,28.0,32.0,2015-05-12,2,2015-05-12
315,2015-05-13,34.0,26.0,2015-05-13,3,2015-05-13
315,2015-05-14,26.0,26.0,2015-05-14,4,2015-05-14
315,2015-05-15,27.0,21.0,2015-05-15,5,2015-05-15
315,2015-05-16,24.0,32.0,2015-05-16,6,2015-05-16
315,2015-05-17,27.0,22.0,2015-05-17,7,2015-05-17
315,2015-05-18,36.0,34.0,2015-05-18,1,2015-05-18
315,2015-05-19,33.0,28.0,2015-05-19,2,2015-05-19
315,2015-05-20,32.0,39.0,2015-05-20,3,2015-05-20
315,2015-05-21,38.0,26.0,2015-05-21,4,2015-05-21
315,2015-05-22,20.0,30.0,2015-05-22,5,2015-05-22
315,2015-05-23,20.0,22.0,2015-05-23,6,2015-05-23
315,2015-05-24,23.0,28.0,2015-05-24,7,2015-05-24
315,2015-05-25,29.0,32.0,2015-05-25,1,2015-05-25
315,2015-05-26,25.0,27.0,2015-05-26,2,2015-05-26
315,2015-05-27,12.0,12.0,2015-05-27,3,2015-05-27
315,2015-05-28,26.0,20.0,2015-05-28,4,2015-05-28
315,2015-05-29,14.0,15.0,2015-05-29,5,2015-05-29
315,2015-05-30,10.0,16.0,2015-05-30,6,2015-05-30
315,2015-05-31,21.0,21.0,2015-05-31,7,2015-05-31
315,2015-06-01,35.0,24.0,2015-06-01,1,2015-06-01
315,2015-06-02,21.0,21.0,2015-06-02,2,2015-06-02
315,2015-06-03,27.0,25.0,2015-06-03,3,2015-06-03
315,2015-06-04,21.0,21.0,2015-06-04,4,2015-06-04
315,2015-06-05,31.0,32.0,2015-06-05,5,2015-06-05
315,2015-06-06,18.0,20.0,2015-06-06,6,2015-06-06
315,2015-06-07,29.0,25.0,2015-06-07,7,2015-06-07
315,2015-06-08,26.0,23.0,2015-06-08,1,2015-06-08
315,2015-06-09,23.0,19.0,2015-06-09,2,2015-06-09
315,2015-06-10,28.0,31.0,2015-06-10,3,2015-06-10
315,2015-06-11,31.0,31.0,2015-06-11,4,2015-06-11
315,2015-06-12,20.0,22.0,2015-06-12,5,2015-06-12
315,2015-06-13,12.0,21.0,2015-06-13,6,2015-06-13
315,2015-06-14,17.0,19.0,2015-06-14,7,2015-06-14
315,2015-06-15,22.0,18.0,2015-06-15,1,2015-06-15
315,2015-06-16,11.0,19.0,2015-06-16,2,2015-06-16
315,2015-06-17,14.0,4.0,2015-06-17,3,2015-06-17
315,2015-06-18,17.0,15.0,2015-06-18,4,2015-06-18
315,2015-06-19,25.0,23.0,2015-06-19,5,2015-06-19
315,2015-06-20,16.0,17.0,2015-06-20,6,2015-06-20
315,2015-06-21,12.0,12.0,2015-06-21,7,2015-06-21
315,2015-06-22,20.0,20.0,2015-06-22,1,2015-06-22
315,2015-06-23,20.0,27.0,2015-06-23,2,2015-06-23
315,2015-06-24,2.0,4.0,2015-06-24,3,2015-06-24
315,2015-06-25,9.0,8.0,2015-06-25,4,2015-06-25
315,2015-06-26,21.0,23.0,2015-06-26,5,2015-06-26
315,2015-06-27,14.0,14.0,2015-06-27,6,2015-06-27
315,2015-06-28,23.0,16.0,2015-06-28,7,2015-06-28
315,2015-06-29,8.0,14.0,2015-06-29,1,2015-06-29
315,2015-06-30,13.0,9.0,2015-06-30,2,2015-06-30
315,2015-07-01,20.0,24.0,2015-07-01,3,2015-07-01
315,2015-07-02,19.0,26.0,2015-07-02,4,2015-07-02
315,2015-07-03,21.0,26.0,2015-07-03,5,2015-07-03
315,2015-07-04,16.0,18.0,2015-07-04,6,2015-07-04
315,2015-07-05,10.0,11.0,2015-07-05,7,2015-07-05
315,2015-07-06,9.0,12.0,2015-07-06,1,2015-07-06
315,2015-07-07,20.0,24.0,2015-07-07,2,2015-07-07
315,2015-07-08,21.0,18.0,2015-07-08,3,2015-07-08
315,2015-07-09,21.0,21.0,2015-07-09,4,2015-07-09
315,2015-07-10,15.0,18.0,2015-07-10,5,2015-07-10
315,2015-07-11,9.0,9.0,2015-07-11,6,2015-07-11
315,2015-07-12,5.0,7.0,2015-07-12,7,2015-07-12
315,2015-07-13,14.0,14.0,2015-07-13,1,2015-07-13
315,2015-07-14,16.0,14.0,2015-07-14,2,2015-07-14
315,2015-07-15,12.0,16.0,2015-07-15,3,2015-07-15
315,2015-07-16,23.0,22.0,2015-07-16,4,2015-07-16
315,2015-07-17,7.0,9.0,2015-07-17,5,2015-07-17
315,2015-07-18,4.0,1.0,2015-07-18,6,2015-07-18
315,2015-07-19,0.0,3.0,2015-07-19,7,2015-07-19
315,2015-07-20,9.0,18.0,2015-07-20,1,2015-07-20
315,2015-07-21,24.0,29.0,2015-07-21,2,2015-07-21
315,2015-07-22,17.0,24.0,2015-07-22,3,2015-07-22
315,2015-07-23,19.0,12.0,2015-07-23,4,2015-07-23
315,2015-07-24,11.0,15.0,2015-07-24,5,2015-07-24
315,2015-07-25,19.0,18.0,2015-07-25,6,2015-07-25
315,2015-07-26,14.0,13.0,2015-07-26,7,2015-07-26
315,2015-07-27,17.0,27.0,2015-07-27,1,2015-07-27
315,2015-07-28,17.0,13.0,2015-07-28,2,2015-07-28
315,2015-07-29,13.0,11.0,2015-07-29,3,2015-07-29
315,2015-07-30,16.0,15.0,2015-07-30,4,2015-07-30
315,2015-07-31,7.0,16.0,2015-07-31,5,2015-07-31
315,2015-08-01,12.0,6.0,2015-08-01,6,2015-08-01
315,2015-08-02,15.0,13.0,2015-08-02,7,2015-08-02
315,2015-08-03,22.0,19.0,2015-08-03,1,2015-08-03
315,2015-08-04,21.0,17.0,2015-08-04,2,2015-08-04
315,2015-08-05,22.0,22.0,2015-08-05,3,2015-08-05
315,2015-08-06,18.0,16.0,2015-08-06,4,2015-08-06
315,2015-08-07,18.0,15.0,2015-08-07,5,2015-08-07
315,2015-08-08,20.0,17.0,2015-08-08,6,2015-08-08
315,2015-08-09,13.0,17.0,2015-08-09,7,2015-08-09
315,2015-08-10,2.0,2.0,2015-08-10,1,2015-08-10
315,2015-08-11,22.0,19.0,2015-08-11,2,2015-08-11
315,2015-08-12,27.0,25.0,2015-08-12,3,2015-08-12
315,2015-08-13,25.0,17.0,2015-08-13,4,2015-08-13
315,2015-08-14,21.0,19.0,2015-08-14,5,2015-08-14
315,2015-08-15,25.0,22.0,2015-08-15,6,2015-08-15
315,2015-08-16,20.0,19.0,2015-08-16,7,2015-08-16
315,2015-08-17,25.0,26.0,2015-08-17,1,2015-08-17
315,2015-08-18,29.0,25.0,2015-08-18,2,2015-08-18
315,2015-08-19,22.0,18.0,2015-08-19,3,2015-08-19
315,2015-08-20,14.0,13.0,2015-08-20,4,2015-08-20
315,2015-08-21,24.0,24.0,2015-08-21,5,2015-08-21
315,2015-08-22,21.0,20.0,2015-08-22,6,2015-08-22
315,2015-08-23,17.0,13.0,2015-08-23,7,2015-08-23
315,2015-08-24,17.0,21.0,2015-08-24,1,2015-08-24
315,2015-08-25,24.0,18.0,2015-08-25,2,2015-08-25
315,2015-08-26,17.0,22.0,2015-08-26,3,2015-08-26
315,2015-08-27,18.0,20.0,2015-08-27,4,2015-08-27
315,2015-08-28,19.0,22.0,2015-08-28,5,2015-08-28
315,2015-08-29,9.0,14.0,2015-08-29,6,2015-08-29
315,2015-08-30,11.0,17.0,2015-08-30,7,2015-08-30
315,2015-08-31,16.0,17.0,2015-08-31,1,2015-08-31
316,2015-01-01,1.0,0.0,2015-01-01,4,2015-01-01
316,2015-01-02,5.0,4.0,2015-01-02,5,2015-01-02
316,2015-01-03,5.0,8.0,2015-01-03,6,2015-01-03
316,2015-01-04,10.0,13.0,2015-01-04,7,2015-01-04
316,2015-01-05,10.0,9.0,2015-01-05,1,2015-01-05
316,2015-01-06,10.0,9.0,2015-01-06,2,2015-01-06
316,2015-01-07,7.0,5.0,2015-01-07,3,2015-01-07
316,2015-01-08,7.0,7.0,2015-01-08,4,2015-01-08
316,2015-01-09,9.0,13.0,2015-01-09,5,2015-01-09
316,2015-01-10,20.0,15.0,2015-01-10,6,2015-01-10
316,2015-01-11,10.0,8.0,2015-01-11,7,2015-01-11
316,2015-01-12,12.0,11.0,2015-01-12,1,2015-01-12
316,2015-01-13,9.0,10.0,2015-01-13,2,2015-01-13
316,2015-01-14,14.0,11.0,2015-01-14,3,2015-01-14
316,2015-01-15,13.0,10.0,2015-01-15,4,2015-01-15
316,2015-01-16,13.0,10.0,2015-01-16,5,2015-01-16
316,2015-01-17,12.0,9.0,2015-01-17,6,2015-01-17
316,2015-01-18,10.0,6.0,2015-01-18,7,2015-01-18
316,2015-01-19,18.0,13.0,2015-01-19,1,2015-01-19
316,2015-01-20,13.0,18.0,2015-01-20,2,2015-01-20
316,2015-01-21,11.0,10.0,2015-01-21,3,2015-01-21
316,2015-01-22,14.0,13.0,2015-01-22,4,2015-01-22
316,2015-01-23,15.0,14.0,2015-01-23,5,2015-01-23
316,2015-01-24,10.0,12.0,2015-01-24,6,2015-01-24
316,2015-01-25,6.0,6.0,2015-01-25,7,2015-01-25
316,2015-01-26,17.0,14.0,2015-01-26,1,2015-01-26
316,2015-01-27,13.0,10.0,2015-01-27,2,2015-01-27
316,2015-01-28,9.0,13.0,2015-01-28,3,2015-01-28
316,2015-01-29,7.0,7.0,2015-01-29,4,2015-01-29
316,2015-01-30,7.0,12.0,2015-01-30,5,2015-01-30
316,2015-01-31,9.0,7.0,2015-01-31,6,2015-01-31
316,2015-02-01,8.0,6.0,2015-02-01,7,2015-02-01
316,2015-02-02,20.0,13.0,2015-02-02,1,2015-02-02
316,2015-02-03,14.0,10.0,2015-02-03,2,2015-02-03
316,2015-02-04,14.0,14.0,2015-02-04,3,2015-02-04
316,2015-02-05,13.0,20.0,2015-02-05,4,2015-02-05
316,2015-02-06,11.0,15.0,2015-02-06,5,2015-02-06
316,2015-02-07,18.0,14.0,2015-02-07,6,2015-02-07
316,2015-02-08,14.0,15.0,2015-02-08,7,2015-02-08
316,2015-02-09,14.0,7.0,2015-02-09,1,2015-02-09
316,2015-02-10,17.0,12.0,2015-02-10,2,2015-02-10
316,2015-02-11,21.0,10.0,2015-02-11,3,2015-02-11
316,2015-02-12,17.0,15.0,2015-02-12,4,2015-02-12
316,2015-02-13,21.0,18.0,2015-02-13,5,2015-02-13
316,2015-02-14,21.0,22.0,2015-02-14,6,2015-02-14
316,2015-02-15,9.0,3.0,2015-02-15,7,2015-02-15
316,2015-02-16,14.0,21.0,2015-02-16,1,2015-02-16
316,2015-02-17,14.0,16.0,2015-02-17,2,2015-02-17
316,2015-02-18,9.0,8.0,2015-02-18,3,2015-02-18
316,2015-02-19,6.0,6.0,2015-02-19,4,2015-02-19
316,2015-02-20,4.0,4.0,2015-02-20,5,2015-02-20
316,2015-02-21,3.0,3.0,2015-02-21,6,2015-02-21
316,2015-02-22,5.0,6.0,2015-02-22,7,2015-02-22
316,2015-02-23,10.0,9.0,2015-02-23,1,2015-02-23
316,2015-02-24,11.0,3.0,2015-02-24,2,2015-02-24
316,2015-02-25,13.0,12.0,2015-02-25,3,2015-02-25
316,2015-02-26,12.0,9.0,2015-02-26,4,2015-02-26
316,2015-02-27,13.0,5.0,2015-02-27,5,2015-02-27
316,2015-02-28,7.0,6.0,2015-02-28,6,2015-02-28
316,2015-03-01,20.0,18.0,2015-03-01,7,2015-03-01
316,2015-03-02,24.0,23.0,2015-03-02,1,2015-03-02
316,2015-03-03,20.0,23.0,2015-03-03,2,2015-03-03
316,2015-03-04,15.0,17.0,2015-03-04,3,2015-03-04
